,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,month,hour,weekday,count
84,1/28/11 7:00,1,0,1,2,6.56,9.85,86,6.0032,1,7,5,134.0
85,1/20/12 7:00,1,0,1,1,9.02,10.605,69,15.0013,1,7,5,134.0
86,1/27/12 7:00,1,0,1,2,17.22,21.21,100,19.9995,1,7,5,134.0
87,1/21/11 8:00,1,0,1,1,8.2,9.09,47,22.0028,1,8,5,308.5
88,1/28/11 8:00,1,0,1,2,6.56,9.85,86,6.0032,1,8,5,308.5
89,1/20/12 8:00,1,0,1,1,9.02,10.605,64,16.9979,1,8,5,308.5
90,1/27/12 8:00,1,0,1,3,20.5,24.24,88,19.0012,1,8,5,308.5
91,1/21/11 9:00,1,0,1,1,8.2,9.09,51,23.9994,1,9,5,176.5
92,1/28/11 9:00,1,0,1,3,7.38,10.605,86,6.0032,1,9,5,176.5
93,1/20/12 9:00,1,0,1,1,9.02,9.85,47,26.0027,1,9,5,176.5
94,1/27/12 9:00,1,0,1,3,20.5,24.24,88,19.0012,1,9,5,176.5
95,1/21/11 10:00,1,0,1,1,8.2,8.335,47,31.0009,1,10,5,81.5
96,1/28/11 10:00,1,0,1,3,7.38,10.605,86,7.0015,1,10,5,81.5
97,1/20/12 10:00,1,0,1,2,9.02,10.605,44,19.0012,1,10,5,81.5
98,1/27/12 10:00,1,0,1,3,19.68,23.485,100,11.0014,1,10,5,81.5
99,1/21/11 11:00,1,0,1,1,9.02,9.09,41,31.0009,1,11,5,93.0
100,1/28/11 11:00,1,0,1,3,7.38,10.605,93,7.0015,1,11,5,93.0
101,1/20/12 11:00,1,0,1,2,8.2,9.09,32,23.9994,1,11,5,93.0
102,1/27/12 11:00,1,0,1,2,19.68,23.485,94,8.9981,1,11,5,93.0
103,1/21/11 12:00,1,0,1,1,9.02,9.09,27,39.0007,1,12,5,116.25
104,1/28/11 12:00,1,0,1,3,7.38,10.605,93,7.0015,1,12,5,116.25
105,1/20/12 12:00,1,0,1,2,8.2,9.09,34,22.0028,1,12,5,116.25
106,1/27/12 12:00,1,0,1,2,20.5,24.24,88,11.0014,1,12,5,116.25
107,1/21/11 13:00,1,0,1,1,8.2,7.575,21,39.0007,1,13,5,127.0
108,1/28/11 13:00,1,0,1,3,7.38,10.605,93,7.0015,1,13,5,127.0
109,1/20/12 13:00,1,0,1,1,9.02,10.605,32,19.9995,1,13,5,127.0
110,1/27/12 13:00,1,0,1,1,20.5,24.24,59,31.0009,1,13,5,127.0
111,1/21/11 14:00,1,0,1,1,8.2,7.575,25,35.0008,1,14,5,105.25
112,1/28/11 14:00,1,0,1,3,9.02,13.635,80,0.0,1,14,5,105.25
113,1/20/12 14:00,1,0,1,2,9.02,10.605,35,19.9995,1,14,5,105.25
114,1/27/12 14:00,1,0,1,1,20.5,24.24,55,36.9974,1,14,5,105.25
115,1/21/11 15:00,1,0,1,1,6.56,6.06,26,30.0026,1,15,5,125.0
116,1/28/11 15:00,1,0,1,2,8.2,12.88,86,0.0,1,15,5,125.0
117,1/20/12 15:00,1,0,1,2,9.02,11.365,35,12.998,1,15,5,125.0
118,1/27/12 15:00,1,0,1,1,19.68,23.485,51,22.0028,1,15,5,125.0
119,1/21/11 16:00,1,0,1,1,6.56,6.82,26,23.9994,1,16,5,176.0
120,1/28/11 16:00,1,0,1,1,9.02,13.635,80,0.0,1,16,5,176.0
121,1/20/12 16:00,1,0,1,2,8.2,10.605,37,11.0014,1,16,5,176.0
122,1/27/12 16:00,1,0,1,1,18.04,21.97,51,36.9974,1,16,5,176.0
123,1/21/11 17:00,1,0,1,1,5.74,6.06,28,23.9994,1,17,5,288.5
124,1/28/11 17:00,1,0,1,1,9.84,12.12,75,8.9981,1,17,5,288.5
125,1/20/12 17:00,1,0,1,2,9.02,12.88,32,6.0032,1,17,5,288.5
126,1/27/12 17:00,1,0,1,1,17.22,21.21,50,39.0007,1,17,5,288.5
127,1/21/11 18:00,1,0,1,1,4.92,6.06,30,16.9979,1,18,5,245.5
128,1/28/11 18:00,1,0,1,1,9.84,11.365,75,12.998,1,18,5,245.5
129,1/20/12 18:00,1,0,1,2,8.2,11.365,34,6.0032,1,18,5,245.5
130,1/27/12 18:00,1,0,1,1,16.4,20.455,50,32.9975,1,18,5,245.5
131,1/21/11 19:00,1,0,1,1,4.92,5.305,30,22.0028,1,19,5,166.25
132,1/28/11 19:00,1,0,1,2,9.84,12.12,75,8.9981,1,19,5,166.25
133,1/20/12 19:00,1,0,1,2,8.2,11.365,37,7.0015,1,19,5,166.25
134,1/27/12 19:00,1,0,1,1,14.76,16.665,50,26.0027,1,19,5,166.25
135,1/21/11 20:00,1,0,1,1,4.1,3.79,33,27.9993,1,20,5,108.0
136,1/28/11 20:00,1,0,1,2,9.84,11.365,70,12.998,1,20,5,108.0
137,1/20/12 20:00,1,0,1,2,8.2,11.365,34,6.0032,1,20,5,108.0
138,1/27/12 20:00,1,0,1,1,13.94,15.15,53,23.9994,1,20,5,108.0
139,1/21/11 21:00,1,0,1,1,3.28,3.79,38,19.0012,1,21,5,86.75
140,1/28/11 21:00,1,0,1,2,9.02,11.365,75,8.9981,1,21,5,86.75
141,1/20/12 21:00,1,0,1,2,8.2,11.365,37,6.0032,1,21,5,86.75
142,1/27/12 21:00,1,0,1,1,13.94,14.395,53,35.0008,1,21,5,86.75
143,1/21/11 22:00,1,0,1,1,2.46,1.515,41,26.0027,1,22,5,68.0
144,1/28/11 22:00,1,0,1,1,9.84,10.605,65,23.9994,1,22,5,68.0
145,1/20/12 22:00,1,0,1,2,8.2,9.85,37,15.0013,1,22,5,68.0
146,1/27/12 22:00,1,0,1,1,13.94,15.15,49,26.0027,1,22,5,68.0
147,1/21/11 23:00,1,0,1,1,2.46,2.275,38,22.0028,1,23,5,52.0
148,1/28/11 23:00,1,0,1,1,9.84,11.365,60,15.0013,1,23,5,52.0
149,1/20/12 23:00,1,0,1,3,6.56,7.575,64,15.0013,1,23,5,52.0
150,1/27/12 23:00,1,0,1,1,13.12,14.395,49,27.9993,1,23,5,52.0
151,1/22/11 0:00,1,0,0,1,1.64,1.515,45,16.9979,1,0,6,38.4
152,1/29/11 0:00,1,0,0,1,9.02,9.85,64,23.9994,1,0,6,38.4
153,1/21/12 0:00,1,0,0,3,6.56,7.575,64,15.0013,1,0,6,38.4
154,1/28/12 0:00,1,0,0,1,12.3,14.395,52,19.0012,1,0,6,38.4
155,1/22/11 1:00,1,0,0,2,1.64,0.0,41,26.0027,1,1,6,37.6
156,1/29/11 1:00,1,0,0,1,9.02,11.365,64,12.998,1,1,6,37.6
157,1/21/12 1:00,1,0,0,4,5.74,6.82,86,12.998,1,1,6,37.6
158,1/28/12 1:00,1,0,0,1,12.3,15.15,52,11.0014,1,1,6,37.6
159,1/22/11 2:00,1,0,0,2,1.64,1.515,41,16.9979,1,2,6,27.2
160,1/29/11 2:00,1,0,0,1,9.02,11.365,64,11.0014,1,2,6,27.2
161,1/21/12 2:00,1,0,0,3,5.74,10.605,86,0.0,1,2,6,27.2
162,1/28/12 2:00,1,0,0,1,10.66,15.15,60,0.0,1,2,6,27.2
163,1/22/11 3:00,1,0,0,2,1.64,1.515,41,19.0012,1,3,6,13.6
164,1/29/11 3:00,1,0,0,1,8.2,10.605,64,8.9981,1,3,6,13.6
165,1/21/12 3:00,1,0,0,3,5.74,9.09,93,6.0032,1,3,6,13.6
166,1/28/12 3:00,1,0,0,1,10.66,14.395,60,6.0032,1,3,6,13.6
167,1/22/11 4:00,1,0,0,2,0.82,0.76,48,19.9995,1,4,6,4.0
168,1/29/11 4:00,1,0,0,1,6.56,9.09,69,7.0015,1,4,6,4.0
169,1/21/12 4:00,1,0,0,3,6.56,9.85,86,6.0032,1,4,6,4.0
170,1/28/12 4:00,1,0,0,1,10.66,12.88,60,11.0014,1,4,6,4.0
171,1/22/11 6:00,1,0,0,2,0.82,1.515,44,15.0013,1,6,6,3.8
172,1/29/11 6:00,1,0,0,1,6.56,9.09,64,8.9981,1,6,6,3.8
173,1/21/12 6:00,1,0,0,3,6.56,8.335,93,11.0014,1,6,6,3.8
174,1/28/12 6:00,1,0,0,1,9.84,14.395,70,0.0,1,6,6,3.8
175,1/22/11 7:00,1,0,0,1,0.82,0.76,44,19.0012,1,7,6,13.2
176,1/29/11 7:00,1,0,0,1,6.56,9.09,59,7.0015,1,7,6,13.2
177,1/21/12 7:00,1,0,0,3,6.56,8.335,93,11.0014,1,7,6,13.2
178,1/28/12 7:00,1,0,0,1,9.02,13.635,75,0.0,1,7,6,13.2
179,1/22/11 8:00,1,0,0,1,0.82,0.0,44,22.0028,1,8,6,40.4
180,1/29/11 8:00,1,0,0,1,7.38,9.85,55,11.0014,1,8,6,40.4
181,1/21/12 8:00,1,0,0,2,6.56,7.575,93,16.9979,1,8,6,40.4
182,1/28/12 8:00,1,0,0,1,8.2,11.365,80,6.0032,1,8,6,40.4
183,1/22/11 9:00,1,0,0,1,1.64,1.515,41,16.9979,1,9,6,55.6
184,1/29/11 9:00,1,0,0,1,7.38,10.605,59,6.0032,1,9,6,55.6
185,1/21/12 9:00,1,0,0,2,6.56,7.575,93,16.9979,1,9,6,55.6
186,1/28/12 9:00,1,0,0,1,9.02,13.635,80,0.0,1,9,6,55.6
187,1/22/11 10:00,1,0,0,2,1.64,3.03,41,11.0014,1,10,6,101.6
188,1/29/11 10:00,1,0,0,2,7.38,10.605,64,7.0015,1,10,6,101.6
189,1/21/12 10:00,1,0,0,3,6.56,7.575,93,16.9979,1,10,6,101.6
190,1/28/12 10:00,1,0,0,1,10.66,13.635,70,8.9981,1,10,6,101.6
191,1/22/11 11:00,1,0,0,2,2.46,3.79,38,8.9981,1,11,6,138.4
192,1/29/11 11:00,1,0,0,2,7.38,9.85,64,8.9981,1,11,6,138.4
193,1/21/12 11:00,1,0,0,2,7.38,10.605,86,7.0015,1,11,6,138.4
194,1/28/12 11:00,1,0,0,1,12.3,15.15,56,8.9981,1,11,6,138.4
195,1/22/11 12:00,1,0,0,2,2.46,5.305,38,7.0015,1,12,6,173.2
196,1/29/11 12:00,1,0,0,2,8.2,9.85,59,12.998,1,12,6,173.2
197,1/21/12 12:00,1,0,0,2,8.2,10.605,80,11.0014,1,12,6,173.2
198,1/28/12 12:00,1,0,0,1,12.3,14.395,61,19.0012,1,12,6,173.2
199,1/22/11 13:00,1,0,0,1,3.28,8.335,35,0.0,1,13,6,192.4
200,1/29/11 13:00,1,0,0,2,9.02,11.365,55,11.0014,1,13,6,192.4
201,1/21/12 13:00,1,0,0,2,8.2,9.85,80,16.9979,1,13,6,192.4
202,1/28/12 13:00,1,0,0,1,13.94,15.91,57,16.9979,1,13,6,192.4
203,1/22/11 14:00,1,0,0,1,4.1,6.82,33,7.0015,1,14,6,212.4
204,1/29/11 14:00,1,0,0,2,9.02,11.365,60,8.9981,1,14,6,212.4
205,1/21/12 14:00,1,0,0,3,8.2,9.85,80,12.998,1,14,6,212.4
206,1/28/12 14:00,1,0,0,1,15.58,19.695,50,26.0027,1,14,6,212.4
207,1/22/11 15:00,1,0,0,1,4.92,7.575,28,0.0,1,15,6,197.6
208,1/29/11 15:00,1,0,0,1,9.02,10.605,69,16.9979,1,15,6,197.6
209,1/21/12 15:00,1,0,0,3,8.2,9.85,80,12.998,1,15,6,197.6
210,1/28/12 15:00,1,0,0,1,16.4,20.455,47,22.0028,1,15,6,197.6
211,1/22/11 16:00,1,0,0,1,4.92,6.82,28,12.998,1,16,6,180.8
212,1/29/11 16:00,1,0,0,1,9.84,12.12,60,11.0014,1,16,6,180.8
213,1/21/12 16:00,1,0,0,2,8.2,9.09,80,19.9995,1,16,6,180.8
214,1/28/12 16:00,1,0,0,1,17.22,21.21,44,23.9994,1,16,6,180.8
215,1/22/11 17:00,1,0,0,1,4.92,9.85,28,0.0,1,17,6,137.0
216,1/29/11 17:00,1,0,0,1,9.84,14.395,60,0.0,1,17,6,137.0
217,1/21/12 17:00,1,0,0,2,8.2,9.09,80,26.0027,1,17,6,137.0
218,1/28/12 17:00,1,0,0,1,17.22,21.21,44,26.0027,1,17,6,137.0
219,1/22/11 18:00,1,0,0,1,3.28,4.545,35,12.998,1,18,6,122.8
220,1/29/11 18:00,1,0,0,1,9.02,11.365,69,8.9981,1,18,6,122.8
221,1/21/12 18:00,1,0,0,2,8.2,9.09,75,26.0027,1,18,6,122.8
222,1/28/12 18:00,1,0,0,1,17.22,21.21,41,15.0013,1,18,6,122.8
223,1/22/11 19:00,1,0,0,1,3.28,5.305,35,8.9981,1,19,6,91.6
224,1/29/11 19:00,1,0,0,2,9.02,10.605,69,16.9979,1,19,6,91.6
225,1/21/12 19:00,1,0,0,2,7.38,7.575,80,26.0027,1,19,6,91.6
226,1/28/12 19:00,1,0,0,2,17.22,21.21,41,36.9974,1,19,6,91.6
227,1/22/11 20:00,1,0,0,1,2.46,3.79,45,11.0014,1,20,6,75.6
228,1/29/11 20:00,1,0,0,1,7.38,10.605,74,6.0032,1,20,6,75.6
229,1/21/12 20:00,1,0,0,2,7.38,8.335,80,19.9995,1,20,6,75.6
230,1/28/12 20:00,1,0,0,1,16.4,20.455,35,26.0027,1,20,6,75.6
231,1/22/11 21:00,1,0,0,1,2.46,5.305,41,6.0032,1,21,6,67.4
232,1/29/11 21:00,1,0,0,1,7.38,10.605,74,6.0032,1,21,6,67.4
233,1/21/12 21:00,1,0,0,1,7.38,7.575,74,22.0028,1,21,6,67.4
234,1/28/12 21:00,1,0,0,1,14.76,16.665,29,23.9994,1,21,6,67.4
235,1/22/11 22:00,1,0,0,1,2.46,7.575,49,0.0,1,22,6,52.6
236,1/29/11 22:00,1,0,0,1,6.56,9.85,80,6.0032,1,22,6,52.6
237,1/21/12 22:00,1,0,0,2,7.38,8.335,74,19.9995,1,22,6,52.6
238,1/28/12 22:00,1,0,0,1,13.94,16.665,34,12.998,1,22,6,52.6
239,1/22/11 23:00,1,0,0,1,1.64,3.79,57,7.0015,1,23,6,60.0
240,1/29/11 23:00,1,0,0,1,6.56,9.85,80,6.0032,1,23,6,60.0
241,1/21/12 23:00,1,0,0,2,6.56,7.575,80,16.9979,1,23,6,60.0
242,1/28/12 23:00,1,0,0,1,13.12,15.91,31,12.998,1,23,6,60.0
243,1/23/11 0:00,1,0,0,1,1.64,3.79,57,7.0015,1,0,7,46.5
244,1/30/11 0:00,1,0,0,1,6.56,9.09,80,7.0015,1,0,7,46.5
245,1/22/12 0:00,1,0,0,1,6.56,6.82,80,19.9995,1,0,7,46.5
246,1/29/12 0:00,1,0,0,1,12.3,14.395,33,15.0013,1,0,7,46.5
247,1/23/11 1:00,1,0,0,1,1.64,3.79,57,7.0015,1,1,7,43.166666666666664
248,1/30/11 1:00,1,0,0,1,5.74,10.605,80,0.0,1,1,7,43.166666666666664
249,1/22/12 1:00,1,0,0,2,7.38,8.335,74,19.9995,1,1,7,43.166666666666664
250,1/29/12 1:00,1,0,0,1,12.3,13.635,28,23.9994,1,1,7,43.166666666666664
251,1/23/11 2:00,1,0,0,1,0.82,3.03,62,8.9981,1,2,7,36.833333333333336
252,1/30/11 2:00,1,0,0,1,6.56,11.365,80,0.0,1,2,7,36.833333333333336
253,1/22/12 2:00,1,0,0,2,7.38,8.335,74,19.0012,1,2,7,36.833333333333336
254,1/29/12 2:00,1,0,0,1,11.48,12.88,26,22.0028,1,2,7,36.833333333333336
255,1/23/11 3:00,1,0,0,1,0.82,3.03,62,8.9981,1,3,7,22.333333333333332
256,1/30/11 3:00,1,0,0,1,5.74,10.605,93,0.0,1,3,7,22.333333333333332
257,1/22/12 3:00,1,0,0,2,7.38,8.335,69,19.0012,1,3,7,22.333333333333332
258,1/29/12 3:00,1,0,0,1,10.66,12.88,28,12.998,1,3,7,22.333333333333332
259,1/23/11 5:00,1,0,0,2,1.64,3.79,57,7.0015,1,5,7,3.0
260,1/30/11 5:00,1,0,0,1,5.74,10.605,86,0.0,1,5,7,3.0
261,1/22/12 5:00,1,0,0,3,6.56,7.575,74,15.0013,1,5,7,3.0
262,1/29/12 5:00,1,0,0,1,8.2,10.605,51,8.9981,1,5,7,3.0
263,1/23/11 6:00,1,0,0,2,1.64,3.79,57,7.0015,1,6,7,2.6666666666666665
264,1/22/12 6:00,1,0,0,2,6.56,7.575,74,15.0013,1,6,7,2.6666666666666665
265,1/29/12 6:00,1,0,0,1,8.2,11.365,40,7.0015,1,6,7,2.6666666666666665
266,1/23/11 7:00,1,0,0,1,3.28,5.305,58,11.0014,1,7,7,9.666666666666666
267,1/30/11 7:00,1,0,0,1,5.74,10.605,86,0.0,1,7,7,9.666666666666666
268,1/22/12 7:00,1,0,0,2,6.56,7.575,74,15.0013,1,7,7,9.666666666666666
269,1/29/12 7:00,1,0,0,1,8.2,10.605,37,8.9981,1,7,7,9.666666666666666
270,1/23/11 8:00,1,0,0,1,2.46,3.79,62,11.0014,1,8,7,23.833333333333332
271,1/30/11 8:00,1,0,0,2,5.74,10.605,86,0.0,1,8,7,23.833333333333332
272,1/22/12 8:00,1,0,0,2,6.56,7.575,74,15.0013,1,8,7,23.833333333333332
273,1/29/12 8:00,1,0,0,1,7.38,9.85,40,8.9981,1,8,7,23.833333333333332
274,1/23/11 9:00,1,0,0,1,4.1,3.79,54,23.9994,1,9,7,54.333333333333336
275,1/30/11 9:00,1,0,0,2,6.56,11.365,80,0.0,1,9,7,54.333333333333336
276,1/22/12 9:00,1,0,0,2,6.56,7.575,74,15.0013,1,9,7,54.333333333333336
277,1/29/12 9:00,1,0,0,1,7.38,9.85,43,8.9981,1,9,7,54.333333333333336
278,1/23/11 10:00,1,0,0,1,5.74,5.305,46,26.0027,1,10,7,97.5
279,1/30/11 10:00,1,0,0,2,7.38,12.12,80,0.0,1,10,7,97.5
280,1/22/12 10:00,1,0,0,2,6.56,6.82,74,19.0012,1,10,7,97.5
281,1/29/12 10:00,1,0,0,1,9.84,12.12,35,8.9981,1,10,7,97.5
282,1/23/11 11:00,1,0,0,1,5.74,6.82,43,15.0013,1,11,7,128.5
283,1/30/11 11:00,1,0,0,1,9.02,13.635,75,0.0,1,11,7,128.5
284,1/22/12 11:00,1,0,0,3,6.56,7.575,80,16.9979,1,11,7,128.5
285,1/29/12 11:00,1,0,0,1,11.48,13.635,28,15.0013,1,11,7,128.5
286,1/23/11 12:00,1,0,0,1,6.56,6.06,37,31.0009,1,12,7,177.66666666666666
287,1/30/11 12:00,1,0,0,1,12.3,15.91,52,7.0015,1,12,7,177.66666666666666
288,1/22/12 12:00,1,0,0,2,6.56,7.575,80,15.0013,1,12,7,177.66666666666666
289,1/29/12 12:00,1,0,0,1,13.12,15.15,26,15.0013,1,12,7,177.66666666666666
290,1/23/11 13:00,1,0,0,1,5.74,5.305,33,26.0027,1,13,7,176.33333333333334
291,1/30/11 13:00,1,0,0,1,11.48,14.395,61,7.0015,1,13,7,176.33333333333334
292,1/22/12 13:00,1,0,0,2,6.56,9.09,80,8.9981,1,13,7,176.33333333333334
293,1/29/12 13:00,1,0,0,1,13.12,15.15,26,15.0013,1,13,7,176.33333333333334
294,1/23/11 14:00,1,0,0,1,6.56,6.82,28,23.9994,1,14,7,167.5
295,1/30/11 14:00,1,0,0,1,11.48,15.15,61,6.0032,1,14,7,167.5
296,1/22/12 14:00,1,0,0,2,6.56,8.335,80,11.0014,1,14,7,167.5
297,1/29/12 14:00,1,0,0,1,13.12,15.15,26,16.9979,1,14,7,167.5
298,1/23/11 15:00,1,0,0,1,6.56,6.82,28,23.9994,1,15,7,178.33333333333334
299,1/30/11 15:00,1,0,0,1,12.3,16.665,56,0.0,1,15,7,178.33333333333334
300,1/22/12 15:00,1,0,0,2,6.56,7.575,80,12.998,1,15,7,178.33333333333334
301,1/29/12 15:00,1,0,0,1,14.76,16.665,25,19.0012,1,15,7,178.33333333333334
302,1/23/11 16:00,1,0,0,1,6.56,6.82,26,22.0028,1,16,7,166.83333333333334
303,1/30/11 16:00,1,0,0,1,12.3,16.665,56,0.0,1,16,7,166.83333333333334
304,1/22/12 16:00,1,0,0,2,6.56,7.575,80,12.998,1,16,7,166.83333333333334
305,1/29/12 16:00,1,0,0,1,14.76,16.665,21,27.9993,1,16,7,166.83333333333334
