,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,month,hour,weekday,count_x,count_y
24,1/30/12 1:00,1,0,1,1,10.66,11.365,60,23.9994,1,1,1,2.6666666666666665,5.043478260869565
25,1/25/11 1:00,1,0,1,2,6.56,8.335,69,11.0014,1,1,2,3.6,5.043478260869565
26,1/24/12 1:00,1,0,1,2,13.12,15.15,93,16.9979,1,1,2,3.6,5.043478260869565
27,1/31/12 1:00,1,0,1,1,12.3,13.635,42,19.9995,1,1,2,3.6,5.043478260869565
28,1/26/11 1:00,1,0,1,2,9.84,12.12,65,8.9981,1,1,3,6.5,5.043478260869565
29,1/25/12 1:00,1,0,1,1,12.3,14.395,70,15.0013,1,1,3,6.5,5.043478260869565
30,1/20/11 2:00,1,0,1,1,10.66,13.635,56,0.0,1,2,4,2.6,3.590909090909091
31,1/26/12 2:00,1,0,1,2,11.48,13.635,75,11.0014,1,2,4,2.6,3.590909090909091
32,1/21/11 2:00,1,0,1,3,9.84,12.12,75,11.0014,1,2,5,5.25,3.590909090909091
33,1/28/11 2:00,1,0,1,2,8.2,10.605,75,11.0014,1,2,5,5.25,3.590909090909091
34,1/20/12 2:00,1,0,1,1,10.66,13.635,48,8.9981,1,2,5,5.25,3.590909090909091
35,1/27/12 2:00,1,0,1,1,17.22,21.21,94,8.9981,1,2,5,5.25,3.590909090909091
36,1/25/11 2:00,1,0,1,1,6.56,7.575,69,15.0013,1,2,2,4.6,3.590909090909091
37,1/24/12 2:00,1,0,1,2,13.12,15.15,93,15.0013,1,2,2,4.6,3.590909090909091
38,1/31/12 2:00,1,0,1,1,12.3,14.395,42,15.0013,1,2,2,4.6,3.590909090909091
39,1/26/11 2:00,1,0,1,3,9.02,11.365,69,12.998,1,2,3,2.3333333333333335,3.590909090909091
40,1/25/12 2:00,1,0,1,1,11.48,13.635,70,12.998,1,2,3,2.3333333333333335,3.590909090909091
41,1/31/11 2:00,1,0,1,1,9.02,11.365,64,12.998,1,2,1,4.0,3.590909090909091
42,1/23/12 2:00,1,0,1,2,7.38,10.605,86,7.0015,1,2,1,4.0,3.590909090909091
43,1/30/12 2:00,1,0,1,1,9.84,10.605,48,23.9994,1,2,1,4.0,3.590909090909091
44,1/20/11 3:00,1,0,1,1,10.66,12.88,56,11.0014,1,3,4,3.5,3.1538461538461537
45,1/26/12 3:00,1,0,1,2,11.48,15.15,75,6.0032,1,3,4,3.5,3.1538461538461537
46,1/21/11 3:00,1,0,1,3,9.02,10.605,80,19.9995,1,3,5,4.0,3.1538461538461537
47,1/28/11 3:00,1,0,1,2,8.2,11.365,75,7.0015,1,3,5,4.0,3.1538461538461537
48,1/20/12 3:00,1,0,1,1,9.84,12.88,52,7.0015,1,3,5,4.0,3.1538461538461537
49,1/27/12 3:00,1,0,1,2,17.22,21.21,94,19.0012,1,3,5,4.0,3.1538461538461537
50,1/24/11 3:00,1,0,1,1,1.64,1.515,45,16.9979,1,3,1,2.0,3.1538461538461537
51,1/31/11 3:00,1,0,1,1,9.02,11.365,64,12.998,1,3,1,2.0,3.1538461538461537
52,1/23/12 3:00,1,0,1,2,7.38,12.12,86,0.0,1,3,1,2.0,3.1538461538461537
53,1/30/12 3:00,1,0,1,1,9.84,11.365,48,12.998,1,3,1,2.0,3.1538461538461537
54,1/24/12 3:00,1,0,1,2,13.12,16.665,93,8.9981,1,3,2,2.0,3.1538461538461537
55,1/31/12 3:00,1,0,1,1,12.3,14.395,45,15.0013,1,3,2,2.0,3.1538461538461537
56,1/25/12 3:00,1,0,1,1,10.66,12.88,75,12.998,1,3,3,3.0,3.1538461538461537
57,1/20/11 4:00,1,0,1,1,10.66,12.88,56,11.0014,1,4,4,2.6,2.5
58,1/26/12 4:00,1,0,1,1,11.48,15.91,75,0.0,1,4,4,2.6,2.5
59,1/21/11 4:00,1,0,1,2,9.02,12.88,87,6.0032,1,4,5,2.3333333333333335,2.5
60,1/20/12 4:00,1,0,1,1,9.02,12.12,60,7.0015,1,4,5,2.3333333333333335,2.5
61,1/27/12 4:00,1,0,1,2,16.4,20.455,100,19.9995,1,4,5,2.3333333333333335,2.5
62,1/24/11 4:00,1,0,1,1,0.82,3.03,48,8.9981,1,4,1,2.6666666666666665,2.5
63,1/31/11 4:00,1,0,1,1,8.2,9.85,59,15.0013,1,4,1,2.6666666666666665,2.5
64,1/23/12 4:00,1,0,1,2,8.2,12.88,80,0.0,1,4,1,2.6666666666666665,2.5
65,1/30/12 4:00,1,0,1,1,8.2,10.605,51,8.9981,1,4,1,2.6666666666666665,2.5
66,1/25/11 4:00,1,0,1,1,5.74,8.335,74,7.0015,1,4,2,3.25,2.5
67,1/24/12 4:00,1,0,1,2,12.3,15.91,100,6.0032,1,4,2,3.25,2.5
68,1/31/12 4:00,1,0,1,1,12.3,14.395,49,12.998,1,4,2,3.25,2.5
69,1/25/12 4:00,1,0,1,1,10.66,12.12,70,19.0012,1,4,3,1.8,2.5
70,1/20/11 5:00,1,0,1,1,9.84,11.365,60,15.0013,1,5,4,13.6,12.173913043478262
71,1/26/12 5:00,1,0,1,2,12.3,15.91,75,7.0015,1,5,4,13.6,12.173913043478262
72,1/21/11 5:00,1,0,1,1,9.84,9.85,60,27.9993,1,5,5,11.75,12.173913043478262
73,1/28/11 5:00,1,0,1,2,7.38,10.605,80,7.0015,1,5,5,11.75,12.173913043478262
74,1/20/12 5:00,1,0,1,1,9.02,12.12,60,7.0015,1,5,5,11.75,12.173913043478262
75,1/27/12 5:00,1,0,1,2,17.22,21.21,94,22.0028,1,5,5,11.75,12.173913043478262
76,1/24/11 5:00,1,0,1,1,0.82,3.03,48,8.9981,1,5,1,9.0,12.173913043478262
77,1/31/11 5:00,1,0,1,1,7.38,8.335,64,19.0012,1,5,1,9.0,12.173913043478262
78,1/23/12 5:00,1,0,1,2,8.2,12.88,86,0.0,1,5,1,9.0,12.173913043478262
79,1/30/12 5:00,1,0,1,1,8.2,10.605,51,8.9981,1,5,1,9.0,12.173913043478262
80,1/25/11 5:00,1,0,1,1,5.74,6.82,74,15.0013,1,5,2,11.6,12.173913043478262
81,1/24/12 5:00,1,0,1,2,12.3,15.91,100,6.0032,1,5,2,11.6,12.173913043478262
82,1/31/12 5:00,1,0,1,1,12.3,14.395,49,12.998,1,5,2,11.6,12.173913043478262
83,1/26/11 5:00,1,0,1,3,8.2,9.09,86,19.0012,1,5,3,13.333333333333334,12.173913043478262
84,1/25/12 5:00,1,0,1,1,10.66,12.12,70,19.0012,1,5,3,13.333333333333334,12.173913043478262
85,1/20/11 6:00,1,0,1,1,9.02,10.605,60,15.0013,1,6,4,63.4,54.17391304347826
86,1/26/12 6:00,1,0,1,2,11.48,15.91,81,0.0,1,6,4,63.4,54.17391304347826
87,1/21/11 6:00,1,0,1,1,9.02,10.605,55,16.9979,1,6,5,48.5,54.17391304347826
88,1/28/11 6:00,1,0,1,2,7.38,9.85,80,8.9981,1,6,5,48.5,54.17391304347826
89,1/20/12 6:00,1,0,1,1,9.84,10.605,60,19.0012,1,6,5,48.5,54.17391304347826
90,1/27/12 6:00,1,0,1,2,17.22,21.21,100,22.0028,1,6,5,48.5,54.17391304347826
91,1/24/11 6:00,1,0,1,1,0.82,3.79,48,6.0032,1,6,1,49.666666666666664,54.17391304347826
92,1/31/11 6:00,1,0,1,1,6.56,6.82,69,22.0028,1,6,1,49.666666666666664,54.17391304347826
93,1/23/12 6:00,1,0,1,2,8.2,12.88,86,0.0,1,6,1,49.666666666666664,54.17391304347826
94,1/30/12 6:00,1,0,1,1,9.02,10.605,44,16.9979,1,6,1,49.666666666666664,54.17391304347826
95,1/25/11 6:00,1,0,1,1,6.56,9.09,74,7.0015,1,6,2,56.8,54.17391304347826
96,1/24/12 6:00,1,0,1,2,13.12,15.91,93,12.998,1,6,2,56.8,54.17391304347826
97,1/31/12 6:00,1,0,1,1,11.48,13.635,52,11.0014,1,6,2,56.8,54.17391304347826
98,1/26/11 6:00,1,0,1,3,8.2,9.09,86,19.0012,1,6,3,50.333333333333336,54.17391304347826
99,1/25/12 6:00,1,0,1,1,9.84,11.365,73,15.0013,1,6,3,50.333333333333336,54.17391304347826
100,1/20/11 7:00,1,0,1,1,9.02,10.605,55,15.0013,1,7,4,161.6,145.17391304347825
101,1/26/12 7:00,1,0,1,2,11.48,15.15,81,6.0032,1,7,4,161.6,145.17391304347825
102,1/21/11 7:00,1,0,1,1,8.2,9.09,51,19.0012,1,7,5,134.0,145.17391304347825
103,1/28/11 7:00,1,0,1,2,6.56,9.85,86,6.0032,1,7,5,134.0,145.17391304347825
104,1/20/12 7:00,1,0,1,1,9.02,10.605,69,15.0013,1,7,5,134.0,145.17391304347825
105,1/27/12 7:00,1,0,1,2,17.22,21.21,100,19.9995,1,7,5,134.0,145.17391304347825
106,1/24/11 7:00,1,0,1,1,0.82,6.06,48,0.0,1,7,1,127.0,145.17391304347825
107,1/31/11 7:00,1,0,1,2,6.56,6.82,64,19.0012,1,7,1,127.0,145.17391304347825
108,1/23/12 7:00,1,0,1,3,8.2,12.88,86,0.0,1,7,1,127.0,145.17391304347825
109,1/30/12 7:00,1,0,1,1,9.02,10.605,44,19.0012,1,7,1,127.0,145.17391304347825
110,1/25/11 7:00,1,0,1,1,6.56,7.575,74,15.0013,1,7,2,142.2,145.17391304347825
111,1/24/12 7:00,1,0,1,2,13.12,16.665,93,8.9981,1,7,2,142.2,145.17391304347825
112,1/31/12 7:00,1,0,1,1,10.66,12.88,60,12.998,1,7,2,142.2,145.17391304347825
113,1/26/11 7:00,1,0,1,3,9.02,10.605,87,19.9995,1,7,3,150.5,145.17391304347825
114,1/25/12 7:00,1,0,1,1,9.84,11.365,75,15.0013,1,7,3,150.5,145.17391304347825
115,1/20/11 8:00,1,0,1,1,9.02,10.605,55,19.0012,1,8,4,348.0,298.82608695652175
116,1/26/12 8:00,1,0,1,2,11.48,15.15,81,6.0032,1,8,4,348.0,298.82608695652175
117,1/21/11 8:00,1,0,1,1,8.2,9.09,47,22.0028,1,8,5,308.5,298.82608695652175
118,1/28/11 8:00,1,0,1,2,6.56,9.85,86,6.0032,1,8,5,308.5,298.82608695652175
119,1/20/12 8:00,1,0,1,1,9.02,10.605,64,16.9979,1,8,5,308.5,298.82608695652175
120,1/27/12 8:00,1,0,1,3,20.5,24.24,88,19.0012,1,8,5,308.5,298.82608695652175
121,1/24/11 8:00,1,0,1,1,1.64,6.82,49,0.0,1,8,1,254.0,298.82608695652175
122,1/31/11 8:00,1,0,1,2,6.56,6.82,59,19.0012,1,8,1,254.0,298.82608695652175
123,1/23/12 8:00,1,0,1,3,8.2,10.605,86,8.9981,1,8,1,254.0,298.82608695652175
124,1/30/12 8:00,1,0,1,1,8.2,9.85,47,15.0013,1,8,1,254.0,298.82608695652175
125,1/25/11 8:00,1,0,1,2,6.56,9.09,74,8.9981,1,8,2,262.8,298.82608695652175
126,1/24/12 8:00,1,0,1,2,13.12,16.665,93,8.9981,1,8,2,262.8,298.82608695652175
127,1/31/12 8:00,1,0,1,1,10.66,13.635,60,7.0015,1,8,2,262.8,298.82608695652175
128,1/26/11 8:00,1,0,1,3,9.02,10.605,87,19.9995,1,8,3,303.8333333333333,298.82608695652175
129,1/25/12 8:00,1,0,1,1,9.84,11.365,70,16.9979,1,8,3,303.8333333333333,298.82608695652175
130,1/20/11 9:00,1,0,1,2,9.84,11.365,52,15.0013,1,9,4,185.6,155.2608695652174
131,1/26/12 9:00,1,0,1,2,12.3,16.665,81,0.0,1,9,4,185.6,155.2608695652174
132,1/21/11 9:00,1,0,1,1,8.2,9.09,51,23.9994,1,9,5,176.5,155.2608695652174
133,1/28/11 9:00,1,0,1,3,7.38,10.605,86,6.0032,1,9,5,176.5,155.2608695652174
134,1/20/12 9:00,1,0,1,1,9.02,9.85,47,26.0027,1,9,5,176.5,155.2608695652174
135,1/27/12 9:00,1,0,1,3,20.5,24.24,88,19.0012,1,9,5,176.5,155.2608695652174
136,1/24/11 9:00,1,0,1,1,2.46,7.575,41,0.0,1,9,1,126.33333333333333,155.2608695652174
137,1/31/11 9:00,1,0,1,2,6.56,6.82,59,19.9995,1,9,1,126.33333333333333,155.2608695652174
138,1/23/12 9:00,1,0,1,2,8.2,11.365,86,6.0032,1,9,1,126.33333333333333,155.2608695652174
139,1/30/12 9:00,1,0,1,1,8.2,9.85,47,15.0013,1,9,1,126.33333333333333,155.2608695652174
140,1/25/11 9:00,1,0,1,2,8.2,11.365,64,6.0032,1,9,2,129.2,155.2608695652174
141,1/24/12 9:00,1,0,1,2,13.12,16.665,87,6.0032,1,9,2,129.2,155.2608695652174
142,1/31/12 9:00,1,0,1,1,12.3,14.395,52,12.998,1,9,2,129.2,155.2608695652174
143,1/26/11 9:00,1,0,1,3,9.02,10.605,87,19.9995,1,9,3,152.0,155.2608695652174
144,1/25/12 9:00,1,0,1,1,9.84,11.365,70,16.9979,1,9,3,152.0,155.2608695652174
145,1/20/11 10:00,1,0,1,1,10.66,11.365,48,19.9995,1,10,4,73.4,68.43478260869566
146,1/26/12 10:00,1,0,1,2,12.3,15.15,81,8.9981,1,10,4,73.4,68.43478260869566
147,1/21/11 10:00,1,0,1,1,8.2,8.335,47,31.0009,1,10,5,81.5,68.43478260869566
148,1/28/11 10:00,1,0,1,3,7.38,10.605,86,7.0015,1,10,5,81.5,68.43478260869566
149,1/20/12 10:00,1,0,1,2,9.02,10.605,44,19.0012,1,10,5,81.5,68.43478260869566
150,1/27/12 10:00,1,0,1,3,19.68,23.485,100,11.0014,1,10,5,81.5,68.43478260869566
151,1/24/11 10:00,1,0,1,1,4.1,6.82,42,0.0,1,10,1,61.0,68.43478260869566
152,1/31/11 10:00,1,0,1,2,6.56,7.575,59,12.998,1,10,1,61.0,68.43478260869566
153,1/23/12 10:00,1,0,1,2,8.2,12.88,93,0.0,1,10,1,61.0,68.43478260869566
154,1/30/12 10:00,1,0,1,1,9.02,10.605,41,19.0012,1,10,1,61.0,68.43478260869566
155,1/25/11 10:00,1,0,1,2,9.02,12.12,60,7.0015,1,10,2,60.2,68.43478260869566
156,1/24/12 10:00,1,0,1,1,13.12,16.665,93,6.0032,1,10,2,60.2,68.43478260869566
157,1/31/12 10:00,1,0,1,2,13.12,15.91,57,12.998,1,10,2,60.2,68.43478260869566
158,1/26/11 10:00,1,0,1,3,9.02,10.605,93,19.0012,1,10,3,66.16666666666667,68.43478260869566
159,1/25/12 10:00,1,0,1,2,10.66,11.365,70,22.0028,1,10,3,66.16666666666667,68.43478260869566
160,1/20/11 11:00,1,0,1,2,11.48,13.635,45,11.0014,1,11,4,79.6,72.78260869565217
161,1/26/12 11:00,1,0,1,2,12.3,15.91,87,7.0015,1,11,4,79.6,72.78260869565217
162,1/21/11 11:00,1,0,1,1,9.02,9.09,41,31.0009,1,11,5,93.0,72.78260869565217
163,1/28/11 11:00,1,0,1,3,7.38,10.605,93,7.0015,1,11,5,93.0,72.78260869565217
164,1/20/12 11:00,1,0,1,2,8.2,9.09,32,23.9994,1,11,5,93.0,72.78260869565217
165,1/27/12 11:00,1,0,1,2,19.68,23.485,94,8.9981,1,11,5,93.0,72.78260869565217
166,1/24/11 11:00,1,0,1,1,4.1,6.06,46,8.9981,1,11,1,56.333333333333336,72.78260869565217
167,1/31/11 11:00,1,0,1,2,6.56,7.575,59,12.998,1,11,1,56.333333333333336,72.78260869565217
168,1/23/12 11:00,1,0,1,2,8.2,11.365,93,6.0032,1,11,1,56.333333333333336,72.78260869565217
169,1/30/12 11:00,1,0,1,1,10.66,12.88,38,0.0,1,11,1,56.333333333333336,72.78260869565217
170,1/25/11 11:00,1,0,1,2,9.84,12.12,60,8.9981,1,11,2,68.6,72.78260869565217
171,1/24/12 11:00,1,0,1,1,13.94,16.665,87,8.9981,1,11,2,68.6,72.78260869565217
172,1/31/12 11:00,1,0,1,1,16.4,20.455,37,19.0012,1,11,2,68.6,72.78260869565217
173,1/26/11 11:00,1,0,1,3,9.02,9.85,93,22.0028,1,11,3,65.33333333333333,72.78260869565217
174,1/25/12 11:00,1,0,1,2,12.3,13.635,61,19.9995,1,11,3,65.33333333333333,72.78260869565217
175,1/20/11 12:00,1,0,1,2,12.3,16.665,42,0.0,1,12,4,102.2,88.91666666666667
176,1/26/12 12:00,1,0,1,2,13.94,16.665,81,8.9981,1,12,4,102.2,88.91666666666667
177,1/21/11 12:00,1,0,1,1,9.02,9.09,27,39.0007,1,12,5,116.25,88.91666666666667
178,1/28/11 12:00,1,0,1,3,7.38,10.605,93,7.0015,1,12,5,116.25,88.91666666666667
179,1/20/12 12:00,1,0,1,2,8.2,9.09,34,22.0028,1,12,5,116.25,88.91666666666667
180,1/27/12 12:00,1,0,1,2,20.5,24.24,88,11.0014,1,12,5,116.25,88.91666666666667
181,1/24/11 12:00,1,0,1,2,4.92,6.82,42,12.998,1,12,1,72.0,88.91666666666667
182,1/31/11 12:00,1,0,1,2,7.38,10.605,55,7.0015,1,12,1,72.0,88.91666666666667
183,1/23/12 12:00,1,0,1,2,9.02,13.635,93,0.0,1,12,1,72.0,88.91666666666667
184,1/30/12 12:00,1,0,1,1,10.66,11.365,35,26.0027,1,12,1,72.0,88.91666666666667
185,1/25/11 12:00,1,0,1,2,10.66,14.395,56,6.0032,1,12,2,73.0,88.91666666666667
186,1/24/12 12:00,1,0,1,1,13.94,16.665,87,11.0014,1,12,2,73.0,88.91666666666667
187,1/31/12 12:00,1,0,1,1,16.4,20.455,43,19.9995,1,12,2,73.0,88.91666666666667
188,1/26/11 12:00,1,0,1,3,9.02,9.85,93,22.0028,1,12,3,84.0,88.91666666666667
189,1/25/12 12:00,1,0,1,1,13.12,16.665,53,8.9981,1,12,3,84.0,88.91666666666667
190,1/20/11 13:00,1,0,1,2,11.48,14.395,45,7.0015,1,13,4,115.0,95.29166666666667
191,1/26/12 13:00,1,0,1,2,15.58,19.695,71,0.0,1,13,4,115.0,95.29166666666667
192,1/21/11 13:00,1,0,1,1,8.2,7.575,21,39.0007,1,13,5,127.0,95.29166666666667
193,1/28/11 13:00,1,0,1,3,7.38,10.605,93,7.0015,1,13,5,127.0,95.29166666666667
194,1/20/12 13:00,1,0,1,1,9.02,10.605,32,19.9995,1,13,5,127.0,95.29166666666667
195,1/27/12 13:00,1,0,1,1,20.5,24.24,59,31.0009,1,13,5,127.0,95.29166666666667
196,1/24/11 13:00,1,0,1,2,5.74,6.82,43,15.0013,1,13,1,65.0,95.29166666666667
197,1/31/11 13:00,1,0,1,2,6.56,11.365,59,0.0,1,13,1,65.0,95.29166666666667
198,1/23/12 13:00,1,0,1,3,9.02,12.88,93,6.0032,1,13,1,65.0,95.29166666666667
199,1/30/12 13:00,1,0,1,1,12.3,14.395,31,12.998,1,13,1,65.0,95.29166666666667
200,1/25/11 13:00,1,0,1,2,10.66,13.635,56,8.9981,1,13,2,87.5,95.29166666666667
201,1/24/12 13:00,1,0,1,1,13.94,16.665,87,11.0014,1,13,2,87.5,95.29166666666667
202,1/31/12 13:00,1,0,1,1,18.86,22.725,36,15.0013,1,13,2,87.5,95.29166666666667
203,1/26/11 13:00,1,0,1,3,9.02,9.85,93,22.0028,1,13,3,80.66666666666667,95.29166666666667
204,1/25/12 13:00,1,0,1,1,13.94,16.665,49,8.9981,1,13,3,80.66666666666667,95.29166666666667
205,1/20/11 14:00,1,0,1,2,12.3,15.15,45,8.9981,1,14,4,100.8,83.5
206,1/26/12 14:00,1,0,1,2,16.4,20.455,71,7.0015,1,14,4,100.8,83.5
207,1/21/11 14:00,1,0,1,1,8.2,7.575,25,35.0008,1,14,5,105.25,83.5
208,1/28/11 14:00,1,0,1,3,9.02,13.635,80,0.0,1,14,5,105.25,83.5
209,1/20/12 14:00,1,0,1,2,9.02,10.605,35,19.9995,1,14,5,105.25,83.5
210,1/27/12 14:00,1,0,1,1,20.5,24.24,55,36.9974,1,14,5,105.25,83.5
211,1/24/11 14:00,1,0,1,2,5.74,6.82,46,15.0013,1,14,1,58.0,83.5
212,1/31/11 14:00,1,0,1,2,7.38,9.85,55,8.9981,1,14,1,58.0,83.5
213,1/23/12 14:00,1,0,1,3,9.02,11.365,93,12.998,1,14,1,58.0,83.5
214,1/30/12 14:00,1,0,1,1,13.12,16.665,24,8.9981,1,14,1,58.0,83.5
215,1/25/11 14:00,1,0,1,2,12.3,16.665,45,0.0,1,14,2,78.5,83.5
216,1/24/12 14:00,1,0,1,1,14.76,17.425,81,15.0013,1,14,2,78.5,83.5
217,1/31/12 14:00,1,0,1,1,20.5,24.24,29,22.0028,1,14,2,78.5,83.5
218,1/26/11 14:00,1,0,1,3,9.02,9.85,93,23.9994,1,14,3,72.33333333333333,83.5
219,1/25/12 14:00,1,0,1,1,13.94,17.425,49,6.0032,1,14,3,72.33333333333333,83.5
220,1/20/11 15:00,1,0,1,2,13.12,15.91,45,12.998,1,15,4,111.2,92.625
221,1/26/12 15:00,1,0,1,2,17.22,21.21,71,7.0015,1,15,4,111.2,92.625
222,1/21/11 15:00,1,0,1,1,6.56,6.06,26,30.0026,1,15,5,125.0,92.625
223,1/28/11 15:00,1,0,1,2,8.2,12.88,86,0.0,1,15,5,125.0,92.625
224,1/20/12 15:00,1,0,1,2,9.02,11.365,35,12.998,1,15,5,125.0,92.625
225,1/27/12 15:00,1,0,1,1,19.68,23.485,51,22.0028,1,15,5,125.0,92.625
226,1/24/11 15:00,1,0,1,1,6.56,8.335,40,11.0014,1,15,1,62.0,92.625
227,1/31/11 15:00,1,0,1,2,6.56,9.09,59,8.9981,1,15,1,62.0,92.625
228,1/23/12 15:00,1,0,1,2,9.02,10.605,100,15.0013,1,15,1,62.0,92.625
229,1/30/12 15:00,1,0,1,1,13.12,15.91,24,12.998,1,15,1,62.0,92.625
230,1/25/11 15:00,1,0,1,2,13.12,17.425,42,0.0,1,15,2,81.5,92.625
231,1/24/12 15:00,1,0,1,2,16.4,20.455,71,11.0014,1,15,2,81.5,92.625
232,1/31/12 15:00,1,0,1,1,22.14,25.76,26,30.0026,1,15,2,81.5,92.625
233,1/26/11 15:00,1,0,1,3,9.02,9.09,93,31.0009,1,15,3,82.0,92.625
234,1/25/12 15:00,1,0,1,1,14.76,18.94,46,0.0,1,15,3,82.0,92.625
235,1/20/11 16:00,1,0,1,2,12.3,15.15,49,8.9981,1,16,4,167.0,134.95833333333334
236,1/27/11 16:00,1,0,1,1,9.02,11.365,55,12.998,1,16,4,167.0,134.95833333333334
237,1/26/12 16:00,1,0,1,2,16.4,20.455,71,6.0032,1,16,4,167.0,134.95833333333334
238,1/21/11 16:00,1,0,1,1,6.56,6.82,26,23.9994,1,16,5,176.0,134.95833333333334
239,1/28/11 16:00,1,0,1,1,9.02,13.635,80,0.0,1,16,5,176.0,134.95833333333334
240,1/20/12 16:00,1,0,1,2,8.2,10.605,37,11.0014,1,16,5,176.0,134.95833333333334
241,1/27/12 16:00,1,0,1,1,18.04,21.97,51,36.9974,1,16,5,176.0,134.95833333333334
242,1/24/11 16:00,1,0,1,1,6.56,7.575,47,16.9979,1,16,1,66.33333333333333,134.95833333333334
243,1/31/11 16:00,1,0,1,2,6.56,9.09,56,12.998,1,16,1,66.33333333333333,134.95833333333334
244,1/23/12 16:00,1,0,1,2,9.84,12.12,93,11.0014,1,16,1,66.33333333333333,134.95833333333334
245,1/30/12 16:00,1,0,1,1,13.94,16.665,25,12.998,1,16,1,66.33333333333333,134.95833333333334
246,1/25/11 16:00,1,0,1,2,13.12,17.425,42,0.0,1,16,2,135.83333333333334,134.95833333333334
247,1/24/12 16:00,1,0,1,1,16.4,20.455,71,8.9981,1,16,2,135.83333333333334,134.95833333333334
248,1/31/12 16:00,1,0,1,1,22.14,25.76,26,30.0026,1,16,2,135.83333333333334,134.95833333333334
249,1/26/11 16:00,1,0,1,4,9.02,9.85,93,22.0028,1,16,3,114.33333333333333,134.95833333333334
250,1/25/12 16:00,1,0,1,1,13.94,16.665,53,11.0014,1,16,3,114.33333333333333,134.95833333333334
251,1/20/11 17:00,1,0,1,2,12.3,15.91,49,7.0015,1,17,4,325.2,258.0833333333333
252,1/27/11 17:00,1,0,1,1,9.02,12.12,55,7.0015,1,17,4,325.2,258.0833333333333
253,1/26/12 17:00,1,0,1,2,17.22,21.21,71,0.0,1,17,4,325.2,258.0833333333333
254,1/21/11 17:00,1,0,1,1,5.74,6.06,28,23.9994,1,17,5,288.5,258.0833333333333
255,1/28/11 17:00,1,0,1,1,9.84,12.12,75,8.9981,1,17,5,288.5,258.0833333333333
256,1/20/12 17:00,1,0,1,2,9.02,12.88,32,6.0032,1,17,5,288.5,258.0833333333333
257,1/27/12 17:00,1,0,1,1,17.22,21.21,50,39.0007,1,17,5,288.5,258.0833333333333
258,1/24/11 17:00,1,0,1,1,5.74,6.06,50,16.9979,1,17,1,162.33333333333334,258.0833333333333
259,1/31/11 17:00,1,0,1,2,6.56,7.575,59,12.998,1,17,1,162.33333333333334,258.0833333333333
260,1/23/12 17:00,1,0,1,2,9.84,12.88,96,7.0015,1,17,1,162.33333333333334,258.0833333333333
