,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count_x,month,weekday,hour,count_y,dif
77,1/15/2011 15:00,1,0,0,2,13.12,15.91,36,12.998,21,108,129,1,6,15,197.6,-68.6
78,1/7/2012 15:00,1,0,0,1,23.78,27.275,37,19.9995,132,317,449,1,6,15,197.6,251.4
79,1/14/2012 15:00,1,0,0,1,9.84,10.605,38,19.9995,49,177,226,1,6,15,197.6,28.400000000000006
80,1/1/2011 16:00,1,0,0,2,17.22,21.21,82,19.9995,41,52,93,1,6,16,180.8,-87.80000000000001
81,1/8/2011 16:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,1,6,16,180.8,-104.80000000000001
82,1/15/2011 16:00,1,0,0,2,13.94,16.665,34,12.998,33,95,128,1,6,16,180.8,-52.80000000000001
83,1/7/2012 16:00,1,0,0,2,22.96,26.515,37,19.0012,133,268,401,1,6,16,180.8,220.2
84,1/14/2012 16:00,1,0,0,1,9.84,11.365,38,15.0013,28,178,206,1,6,16,180.8,25.19999999999999
85,1/1/2011 17:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67,1,6,17,137.0,-70.0
86,1/8/2011 17:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,1,6,17,137.0,-68.0
87,1/15/2011 17:00,1,0,0,2,13.12,15.15,36,19.0012,29,54,83,1,6,17,137.0,-54.0
88,1/7/2012 17:00,1,0,0,2,22.14,25.76,43,8.9981,87,235,322,1,6,17,137.0,185.0
89,1/14/2012 17:00,1,0,0,1,9.84,11.365,41,16.9979,15,129,144,1,6,17,137.0,7.0
90,1/1/2011 18:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35,1,6,18,122.8,-87.8
91,1/8/2011 18:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,1,6,18,122.8,-67.8
92,1/15/2011 18:00,1,0,0,2,12.3,14.395,45,16.9979,15,69,84,1,6,18,122.8,-38.8
93,1/7/2012 18:00,1,0,0,1,22.14,25.76,45,8.9981,49,248,297,1,6,18,122.8,174.2
94,1/14/2012 18:00,1,0,0,1,9.02,11.365,41,12.998,21,122,143,1,6,18,122.8,20.200000000000003
95,1/1/2011 19:00,1,0,0,3,17.22,21.21,88,16.9979,6,31,37,1,6,19,91.6,-54.599999999999994
96,1/8/2011 19:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,1,6,19,91.6,-61.599999999999994
97,1/15/2011 19:00,1,0,0,2,13.12,15.15,39,16.9979,14,60,74,1,6,19,91.6,-17.599999999999994
98,1/7/2012 19:00,1,0,0,1,21.32,25.0,42,7.0015,44,171,215,1,6,19,91.6,123.4
99,1/14/2012 19:00,1,0,0,1,8.2,9.85,47,15.0013,12,90,102,1,6,19,91.6,10.400000000000006
100,1/1/2011 20:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36,1,6,20,75.6,-39.599999999999994
101,1/8/2011 20:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,1,6,20,75.6,-47.599999999999994
102,1/15/2011 20:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41,1,6,20,75.6,-34.599999999999994
103,1/7/2012 20:00,1,0,0,1,20.5,24.24,39,16.9979,21,149,170,1,6,20,75.6,94.4
104,1/14/2012 20:00,1,0,0,1,8.2,9.85,44,16.9979,8,95,103,1,6,20,75.6,27.400000000000006
105,1/1/2011 21:00,1,0,0,2,16.4,20.455,87,12.998,3,31,34,1,6,21,67.4,-33.400000000000006
106,1/8/2011 21:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,1,6,21,67.4,-30.400000000000006
107,1/15/2011 21:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57,1,6,21,67.4,-10.400000000000006
108,1/7/2012 21:00,1,0,0,1,18.04,21.97,44,15.0013,22,118,140,1,6,21,67.4,72.6
109,1/14/2012 21:00,1,0,0,1,7.38,8.335,43,16.9979,3,66,69,1,6,21,67.4,1.5999999999999943
110,1/1/2011 22:00,1,0,0,2,16.4,20.455,94,15.0013,11,17,28,1,6,22,52.6,-24.6
111,1/8/2011 22:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,1,6,22,52.6,-18.6
112,1/15/2011 22:00,1,0,0,2,12.3,15.91,42,7.0015,0,26,26,1,6,22,52.6,-26.6
113,1/7/2012 22:00,1,0,0,1,18.04,21.97,38,16.9979,16,93,109,1,6,22,52.6,56.4
114,1/14/2012 22:00,1,0,0,1,6.56,6.82,47,23.9994,4,62,66,1,6,22,52.6,13.399999999999999
115,1/1/2011 23:00,1,0,0,2,18.86,22.725,88,19.9995,15,24,39,1,6,23,60.0,-21.0
116,1/8/2011 23:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,1,6,23,60.0,-38.0
117,1/15/2011 23:00,1,0,0,1,12.3,14.395,45,19.0012,5,39,44,1,6,23,60.0,-16.0
118,1/7/2012 23:00,1,0,0,1,17.22,21.21,38,15.0013,16,103,119,1,6,23,60.0,59.0
119,1/14/2012 23:00,1,0,0,1,6.56,7.575,47,15.0013,5,71,76,1,6,23,60.0,16.0
120,1/2/2011 0:00,1,0,0,2,18.86,22.725,88,19.9995,4,13,17,1,7,0,46.5,-29.5
121,1/9/2011 0:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,1,7,0,46.5,-21.5
122,1/16/2011 0:00,1,0,0,1,10.66,15.15,56,0.0,6,33,39,1,7,0,46.5,-7.5
123,1/1/2012 0:00,1,0,0,1,14.76,18.94,66,0.0,5,43,48,1,7,0,46.5,1.5
124,1/8/2012 0:00,1,0,0,1,15.58,19.695,40,19.0012,14,77,91,1,7,0,46.5,44.5
125,1/15/2012 0:00,1,0,0,1,6.56,6.82,47,22.0028,9,50,59,1,7,0,46.5,12.5
126,1/2/2011 1:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17,1,7,1,43.166666666666664,-26.166666666666664
127,1/9/2011 1:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,1,7,1,43.166666666666664,-31.166666666666664
128,1/16/2011 1:00,1,0,0,1,10.66,13.635,56,8.9981,4,19,23,1,7,1,43.166666666666664,-20.166666666666664
129,1/1/2012 1:00,1,0,0,1,14.76,17.425,66,8.9981,15,78,93,1,7,1,43.166666666666664,49.833333333333336
130,1/8/2012 1:00,1,0,0,1,13.94,16.665,42,12.998,10,62,72,1,7,1,43.166666666666664,28.833333333333336
131,1/15/2012 1:00,1,0,0,2,6.56,6.82,47,19.9995,2,40,42,1,7,1,43.166666666666664,-1.1666666666666643
132,1/2/2011 2:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,1,7,2,36.833333333333336,-27.833333333333336
133,1/9/2011 2:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,1,7,2,36.833333333333336,-25.833333333333336
134,1/16/2011 2:00,1,0,0,1,10.66,14.395,56,6.0032,3,13,16,1,7,2,36.833333333333336,-20.833333333333336
135,1/1/2012 2:00,1,0,0,1,13.12,17.425,76,0.0,16,59,75,1,7,2,36.833333333333336,38.166666666666664
136,1/8/2012 2:00,1,0,0,1,14.76,16.665,37,19.0012,10,57,67,1,7,2,36.833333333333336,30.166666666666664
137,1/15/2012 2:00,1,0,0,2,6.56,6.82,47,19.0012,5,38,43,1,7,2,36.833333333333336,6.166666666666664
138,1/2/2011 3:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6,1,7,3,22.333333333333332,-16.333333333333332
139,1/9/2011 3:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,1,7,3,22.333333333333332,-18.333333333333332
140,1/16/2011 3:00,1,0,0,1,9.02,13.635,69,0.0,9,6,15,1,7,3,22.333333333333332,-7.333333333333332
141,1/1/2012 3:00,1,0,0,1,12.3,16.665,81,0.0,11,41,52,1,7,3,22.333333333333332,29.666666666666668
142,1/8/2012 3:00,1,0,0,1,13.94,16.665,42,8.9981,6,26,32,1,7,3,22.333333333333332,9.666666666666668
143,1/15/2012 3:00,1,0,0,2,6.56,6.82,48,26.0027,1,24,25,1,7,3,22.333333333333332,2.666666666666668
144,1/2/2011 4:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3,1,7,4,4.166666666666667,-1.166666666666667
145,1/9/2011 4:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,1,7,4,4.166666666666667,-3.166666666666667
146,1/16/2011 4:00,1,0,0,1,10.66,12.88,56,11.0014,0,1,1,1,7,4,4.166666666666667,-3.166666666666667
147,1/1/2012 4:00,1,0,0,1,11.48,15.15,81,6.0032,0,8,8,1,7,4,4.166666666666667,3.833333333333333
148,1/8/2012 4:00,1,0,0,1,13.12,15.15,49,16.9979,2,4,6,1,7,4,4.166666666666667,1.833333333333333
149,1/15/2012 4:00,1,0,0,2,6.56,6.82,47,26.0027,1,5,6,1,7,4,4.166666666666667,1.833333333333333
150,1/2/2011 6:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2,1,7,6,2.6666666666666665,-0.6666666666666665
151,1/9/2011 6:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,1,7,6,2.6666666666666665,-1.6666666666666665
152,1/16/2011 6:00,1,0,0,2,10.66,12.88,56,11.0014,0,1,1,1,7,6,2.6666666666666665,-1.6666666666666665
153,1/1/2012 6:00,1,0,0,1,10.66,13.635,93,8.9981,1,1,2,1,7,6,2.6666666666666665,-0.6666666666666665
154,1/8/2012 6:00,1,0,0,2,12.3,16.665,52,0.0,0,2,2,1,7,6,2.6666666666666665,-0.6666666666666665
155,1/15/2012 6:00,1,0,0,2,5.74,6.06,50,19.0012,1,7,8,1,7,6,2.6666666666666665,5.333333333333334
156,1/2/2011 7:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1,1,7,7,9.666666666666666,-8.666666666666666
157,1/9/2011 7:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,1,7,7,9.666666666666666,-3.666666666666666
158,1/16/2011 7:00,1,0,0,2,9.84,10.605,56,19.9995,0,3,3,1,7,7,9.666666666666666,-6.666666666666666
159,1/1/2012 7:00,1,0,0,1,10.66,12.88,93,11.0014,1,6,7,1,7,7,9.666666666666666,-2.666666666666666
160,1/8/2012 7:00,1,0,0,2,12.3,16.665,52,0.0,1,23,24,1,7,7,9.666666666666666,14.333333333333334
161,1/15/2012 7:00,1,0,0,1,4.92,6.06,54,19.0012,3,14,17,1,7,7,9.666666666666666,7.333333333333334
162,1/2/2011 8:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8,1,7,8,23.833333333333332,-15.833333333333332
163,1/9/2011 8:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,1,7,8,23.833333333333332,-13.833333333333332
164,1/16/2011 8:00,1,0,0,1,9.02,10.605,55,19.0012,0,18,18,1,7,8,23.833333333333332,-5.833333333333332
165,1/1/2012 8:00,1,0,0,1,10.66,13.635,87,7.0015,4,10,14,1,7,8,23.833333333333332,-9.833333333333332
166,1/8/2012 8:00,1,0,0,1,12.3,15.15,52,8.9981,4,53,57,1,7,8,23.833333333333332,33.16666666666667
167,1/15/2012 8:00,1,0,0,1,4.92,6.06,54,15.0013,2,34,36,1,7,8,23.833333333333332,12.166666666666668
168,1/2/2011 9:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20,1,7,9,54.333333333333336,-34.333333333333336
169,1/9/2011 9:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,1,7,9,54.333333333333336,-35.333333333333336
170,1/16/2011 9:00,1,0,0,1,9.02,10.605,51,16.9979,3,29,32,1,7,9,54.333333333333336,-22.333333333333336
171,1/1/2012 9:00,1,0,0,1,10.66,13.635,93,7.0015,13,27,40,1,7,9,54.333333333333336,-14.333333333333336
172,1/8/2012 9:00,1,0,0,1,13.12,16.665,53,8.9981,23,102,125,1,7,9,54.333333333333336,70.66666666666666
173,1/15/2012 9:00,1,0,0,1,4.92,6.82,54,12.998,10,80,90,1,7,9,54.333333333333336,35.666666666666664
174,1/2/2011 10:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53,1,7,10,97.5,-44.5
175,1/9/2011 10:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,1,7,10,97.5,-48.5
176,1/16/2011 10:00,1,0,0,1,9.02,10.605,51,19.0012,8,71,79,1,7,10,97.5,-18.5
177,1/1/2012 10:00,1,0,0,1,12.3,15.91,81,7.0015,18,52,70,1,7,10,97.5,-27.5
178,1/8/2012 10:00,1,0,0,1,13.94,16.665,49,11.0014,27,181,208,1,7,10,97.5,110.5
179,1/15/2012 10:00,1,0,0,1,5.74,6.06,54,19.0012,11,115,126,1,7,10,97.5,28.5
180,1/2/2011 11:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70,1,7,11,128.5,-58.5
181,1/9/2011 11:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,1,7,11,128.5,-79.5
182,1/16/2011 11:00,1,0,0,1,9.84,11.365,44,16.9979,23,70,93,1,7,11,128.5,-35.5
183,1/1/2012 11:00,1,0,0,1,13.94,16.665,76,8.9981,40,98,138,1,7,11,128.5,9.5
184,1/8/2012 11:00,1,0,0,1,14.76,17.425,46,15.0013,55,201,256,1,7,11,128.5,127.5
185,1/15/2012 11:00,1,0,0,1,6.56,7.575,47,15.0013,21,144,165,1,7,11,128.5,36.5
186,1/2/2011 12:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93,1,7,12,177.66666666666666,-84.66666666666666
187,1/9/2011 12:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,1,7,12,177.66666666666666,-94.66666666666666
188,1/16/2011 12:00,1,0,0,1,9.84,10.605,41,19.0012,29,75,104,1,7,12,177.66666666666666,-73.66666666666666
189,1/1/2012 12:00,1,0,0,1,16.4,20.455,62,19.0012,58,143,201,1,7,12,177.66666666666666,23.333333333333343
190,1/8/2012 12:00,1,0,0,1,15.58,19.695,43,15.0013,78,273,351,1,7,12,177.66666666666666,173.33333333333334
191,1/15/2012 12:00,1,0,0,1,7.38,8.335,40,19.9995,42,192,234,1,7,12,177.66666666666666,56.33333333333334
192,1/2/2011 13:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75,1,7,13,176.33333333333334,-101.33333333333334
193,1/9/2011 13:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,1,7,13,176.33333333333334,-101.33333333333334
194,1/16/2011 13:00,1,0,0,1,10.66,11.365,35,19.9995,23,95,118,1,7,13,176.33333333333334,-58.33333333333334
195,1/1/2012 13:00,1,0,0,1,17.22,21.21,58,19.0012,82,141,223,1,7,13,176.33333333333334,46.66666666666666
196,1/8/2012 13:00,1,0,0,1,16.4,20.455,37,19.9995,77,266,343,1,7,13,176.33333333333334,166.66666666666666
197,1/15/2012 13:00,1,0,0,1,8.2,9.09,34,19.0012,40,184,224,1,7,13,176.33333333333334,47.66666666666666
198,1/2/2011 14:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59,1,7,14,167.5,-108.5
199,1/9/2011 14:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,1,7,14,167.5,-95.5
200,1/16/2011 14:00,1,0,0,1,11.48,13.635,36,16.9979,22,69,91,1,7,14,167.5,-76.5
201,1/1/2012 14:00,1,0,0,1,18.04,21.97,54,19.9995,120,147,267,1,7,14,167.5,99.5
202,1/8/2012 14:00,1,0,0,1,16.4,20.455,40,12.998,75,253,328,1,7,14,167.5,160.5
203,1/15/2012 14:00,1,0,0,1,8.2,9.09,32,23.9994,25,163,188,1,7,14,167.5,20.5
204,1/2/2011 15:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74,1,7,15,178.33333333333334,-104.33333333333334
205,1/9/2011 15:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,1,7,15,178.33333333333334,-96.33333333333334
206,1/16/2011 15:00,1,0,0,1,10.66,12.12,38,16.9979,35,78,113,1,7,15,178.33333333333334,-65.33333333333334
207,1/1/2012 15:00,1,0,0,1,18.86,22.725,51,19.9995,101,164,265,1,7,15,178.33333333333334,86.66666666666666
208,1/8/2012 15:00,1,0,0,1,16.4,20.455,37,19.0012,89,241,330,1,7,15,178.33333333333334,151.66666666666666
209,1/15/2012 15:00,1,0,0,1,9.02,11.365,27,12.998,33,173,206,1,7,15,178.33333333333334,27.666666666666657
210,1/2/2011 16:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76,1,7,16,166.83333333333334,-90.83333333333334
211,1/9/2011 16:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,1,7,16,166.83333333333334,-74.83333333333334
212,1/16/2011 16:00,1,0,0,1,9.84,11.365,38,15.0013,22,77,99,1,7,16,166.83333333333334,-67.83333333333334
213,1/1/2012 16:00,1,0,0,2,18.04,21.97,54,19.9995,68,147,215,1,7,16,166.83333333333334,48.16666666666666
214,1/8/2012 16:00,1,0,0,1,16.4,20.455,37,19.9995,58,256,314,1,7,16,166.83333333333334,147.16666666666666
215,1/15/2012 16:00,1,0,0,1,9.02,10.605,29,19.9995,31,174,205,1,7,16,166.83333333333334,38.16666666666666
216,1/2/2011 17:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,1,7,17,118.0,-53.0
217,1/9/2011 17:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,1,7,17,118.0,-56.0
218,1/16/2011 17:00,1,0,0,1,9.02,10.605,37,16.9979,23,82,105,1,7,17,118.0,-13.0
219,1/1/2012 17:00,1,0,0,2,19.68,23.485,48,11.0014,36,75,111,1,7,17,118.0,-7.0
220,1/8/2012 17:00,1,0,0,1,15.58,19.695,40,15.0013,22,197,219,1,7,17,118.0,101.0
221,1/15/2012 17:00,1,0,0,1,9.02,10.605,25,16.9979,15,131,146,1,7,17,118.0,28.0
222,1/2/2011 18:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,1,7,18,95.83333333333333,-42.83333333333333
223,1/9/2011 18:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,1,7,18,95.83333333333333,-47.83333333333333
224,1/16/2011 18:00,1,0,0,1,8.2,10.605,40,11.0014,11,56,67,1,7,18,95.83333333333333,-28.83333333333333
225,1/1/2012 18:00,1,0,0,3,18.86,22.725,59,16.9979,25,81,106,1,7,18,95.83333333333333,10.166666666666671
226,1/8/2012 18:00,1,0,0,1,13.94,15.91,46,15.0013,19,162,181,1,7,18,95.83333333333333,85.16666666666667
227,1/15/2012 18:00,1,0,0,1,7.38,9.09,29,15.0013,7,113,120,1,7,18,95.83333333333333,24.16666666666667
228,1/2/2011 19:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,1,7,19,76.5,-46.5
229,1/9/2011 19:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,1,7,19,76.5,-35.5
230,1/16/2011 19:00,1,0,0,1,7.38,9.85,47,8.9981,14,47,61,1,7,19,76.5,-15.5
231,1/1/2012 19:00,1,0,0,3,17.22,21.21,67,26.0027,20,85,105,1,7,19,76.5,28.5
